nDigis,iEta,iPhi,Depth,Mean TDC time[ns], TDC time RMS[ns], Uncertainty,Adjustment[ns],Adjustment[phase units],Net adjustment combined with first round
568,19,35,5,80.30,3.09,0.130,0.7,1,-5
108,19,35,6,79.00,4.79,0.461,2.0,4,-5
192254,19,36,1,81.22,5.81,0.013,-0.2,0,-18
19556,19,36,2,80.56,3.30,0.024,0.4,1,-10
4269,19,36,3,80.33,3.14,0.048,0.7,1,-8
1534,19,36,4,80.54,2.94,0.075,0.5,1,-7
775,19,36,5,80.27,3.30,0.119,0.7,1,-5
79,19,36,6,80.35,6.18,0.695,0.7,0,-11
163066,19,37,1,80.93,5.49,0.014,0.1,0,-16
15864,19,37,2,80.69,3.22,0.026,0.3,1,-6
5623,19,37,3,80.52,3.09,0.041,0.5,1,-6
2284,19,37,4,80.72,3.11,0.065,0.3,1,-6
658,19,37,5,80.41,3.37,0.131,0.6,1,-2
92,19,37,6,78.80,4.77,0.498,2.2,4,-6
181378,19,38,1,81.10,5.62,0.013,-0.1,0,-16
17328,19,38,2,80.28,3.29,0.025,0.7,1,-9
4705,19,38,3,80.27,3.12,0.046,0.7,1,-7
2172,19,38,4,80.45,3.06,0.066,0.6,1,-4
684,19,38,5,80.11,3.56,0.136,0.9,2,-2
125,19,38,6,80.68,6.74,0.603,0.3,0,-4
207439,19,39,1,81.10,5.63,0.012,-0.1,0,-18
16468,19,39,2,80.33,3.18,0.025,0.7,1,-12
6835,19,39,3,80.70,3.20,0.039,0.3,1,-10
1659,19,39,4,80.37,2.83,0.069,0.6,1,-9
643,19,39,5,80.39,3.72,0.147,0.6,1,-6
208,19,39,6,80.98,7.37,0.511,0.0,0,-10
183918,19,40,1,81.20,5.62,0.013,-0.2,0,-17
19722,19,40,2,80.61,3.34,0.024,0.4,1,-8
5010,19,40,3,80.54,2.95,0.042,0.5,1,-8
1613,19,40,4,80.43,2.96,0.074,0.6,1,-9
727,19,40,5,80.85,3.68,0.137,0.1,0,-6
141,19,40,6,80.63,7.61,0.641,0.4,0,-14
197820,19,41,1,81.21,5.51,0.012,-0.2,0,-16
15143,19,41,2,80.40,3.28,0.027,0.6,1,-8
5166,19,41,3,80.51,2.99,0.042,0.5,1,-8
1915,19,41,4,80.10,3.00,0.069,0.9,2,-8
828,19,41,5,80.72,3.15,0.110,0.3,1,-3
155,19,41,6,80.91,6.69,0.537,0.1,0,-6
208934,19,42,1,81.03,5.68,0.012,-0.0,0,-16
15900,19,42,2,80.56,3.41,0.027,0.4,1,-8
5244,19,42,3,80.31,3.05,0.042,0.7,1,-7
1870,19,42,4,80.51,3.22,0.074,0.5,1,-6
673,19,42,5,80.34,3.32,0.128,0.7,1,-3
113,19,42,6,79.64,4.35,0.409,1.4,3,-3
165202,19,43,1,80.91,5.52,0.014,0.1,0,-18
15623,19,43,2,80.67,3.30,0.026,0.3,1,-11
5238,19,43,3,80.33,3.09,0.043,0.7,1,-10
2035,19,43,4,80.37,2.94,0.065,0.6,1,-8
525,19,43,5,80.66,3.13,0.136,0.3,1,-4
155,19,43,6,80.55,6.94,0.557,0.5,0,-11
172054,19,44,1,81.00,5.74,0.014,0.0,0,-19
14844,19,44,2,80.64,3.13,0.026,0.4,1,-9
5382,19,44,3,80.40,3.17,0.043,0.6,1,-7
1265,19,44,4,80.80,3.29,0.093,0.2,0,-9
684,19,44,5,79.88,2.89,0.111,1.1,2,-5
144,19,44,6,80.73,6.21,0.517,0.3,0,-10
196958,19,45,1,80.85,5.61,0.013,0.1,0,-17
12631,19,45,2,80.48,3.21,0.029,0.5,1,-7
5635,19,45,3,80.26,3.14,0.042,0.7,1,-8
2030,19,45,4,80.12,2.86,0.063,0.9,2,-7
689,19,45,5,80.15,3.10,0.118,0.9,2,-2
143,19,45,6,80.18,5.04,0.422,0.8,2,-5
201127,19,46,1,80.80,5.66,0.013,0.2,0,-17
18287,19,46,2,80.61,3.26,0.024,0.4,1,-9
5778,19,46,3,80.70,3.14,0.041,0.3,1,-7
2183,19,46,4,80.70,3.04,0.065,0.3,1,-6
545,19,46,5,80.30,3.50,0.150,0.7,1,-4
115,19,46,6,80.76,6.19,0.577,0.2,0,-7
197503,19,47,1,80.78,5.70,0.013,0.2,0,-17
13701,19,47,2,80.15,3.03,0.026,0.9,2,-8
4611,19,47,3,80.49,3.02,0.045,0.5,1,-7
1544,19,47,4,80.53,2.80,0.071,0.5,1,-5
583,19,47,5,80.62,3.45,0.143,0.4,1,-3
131,19,47,6,79.69,7.73,0.676,1.3,3,-7
188241,19,48,1,80.84,5.82,0.013,0.2,0,-19
16851,19,48,2,80.23,3.14,0.024,0.8,2,-7
4606,19,48,3,80.28,3.03,0.045,0.7,1,-10
1657,19,48,4,80.12,3.32,0.082,0.9,2,-7
658,19,48,5,80.26,3.40,0.133,0.7,1,-4
115,19,48,6,79.59,5.33,0.497,1.4,3,-9
194850,19,49,1,80.83,5.59,0.013,0.2,0,-16
15158,19,49,2,80.12,3.21,0.026,0.9,2,-8
4872,19,49,3,80.17,2.96,0.042,0.8,2,-5
1996,19,49,4,80.07,3.04,0.068,0.9,2,-6
662,19,49,5,80.23,2.86,0.111,0.8,2,-2
74,19,49,6,79.30,4.79,0.557,1.7,3,-6
172872,19,50,1,80.56,5.56,0.013,0.4,1,-16
16119,19,50,2,80.26,3.14,0.025,0.7,1,-7
4497,19,50,3,80.38,3.13,0.047,0.6,1,-6
1687,19,50,4,80.39,3.19,0.078,0.6,1,-7
620,19,50,5,80.50,3.27,0.131,0.5,1,-1
103,19,50,6,79.35,5.33,0.525,1.6,3,-5
213449,19,51,1,81.01,5.72,0.012,-0.0,0,-16
14616,19,51,2,80.41,3.13,0.026,0.6,1,-8
4456,19,51,3,80.27,3.14,0.047,0.7,1,-9
1673,19,51,4,80.56,3.47,0.085,0.4,1,-6
584,19,51,5,79.96,2.90,0.120,1.0,2,-2
152,19,51,6,79.34,6.58,0.533,1.7,3,-6
170422,19,52,1,80.83,5.63,0.014,0.2,0,-17
16746,19,52,2,80.44,3.30,0.026,0.6,1,-7
4671,19,52,3,80.39,2.88,0.042,0.6,1,-8
1959,19,52,4,80.30,3.02,0.068,0.7,1,-6
651,19,52,5,80.32,3.03,0.119,0.7,1,-4
104,19,52,6,78.95,6.19,0.607,2.0,4,-8
194892,19,53,1,80.87,5.62,0.013,0.1,0,-16
16600,19,53,2,81.35,3.40,0.026,-0.3,-1,-10
5562,19,53,3,80.14,2.99,0.040,0.9,2,-5
2085,19,53,4,80.68,3.17,0.070,0.3,1,-6
896,19,53,5,79.97,3.35,0.112,1.0,2,-3
162,19,53,6,80.53,4.91,0.386,0.5,1,-3
178980,19,54,1,80.86,5.58,0.013,0.1,0,-15
20103,19,54,2,79.44,3.32,0.023,1.6,3,-8
6335,19,54,3,80.26,3.03,0.038,0.7,1,-8
1668,19,54,4,80.43,3.29,0.081,0.6,1,-5
652,19,54,5,80.70,3.34,0.131,0.3,1,0
137,19,54,6,80.94,5.78,0.494,0.1,0,-2
184428,19,55,1,80.91,5.64,0.013,0.1,0,-17
16424,19,55,2,80.50,3.23,0.025,0.5,1,-10
5017,19,55,3,80.15,3.05,0.043,0.8,2,-8
1687,19,55,4,80.41,2.94,0.072,0.6,1,-6
638,19,55,5,80.16,3.02,0.119,0.8,2,-3
122,19,55,6,80.73,6.62,0.599,0.3,0,-9
192762,19,56,1,80.98,5.75,0.013,0.0,0,-17
16293,19,56,2,80.46,3.24,0.025,0.5,1,-7
5473,19,56,3,80.34,2.98,0.040,0.7,1,-9
1347,19,56,4,80.43,2.96,0.081,0.6,1,-6
749,19,56,5,80.47,3.87,0.142,0.5,1,-5
156,19,56,6,80.02,7.18,0.575,1.0,2,-9
179978,19,57,1,80.60,5.48,0.013,0.4,1,-15
15360,19,57,2,80.25,3.28,0.026,0.7,1,-8
4695,19,57,3,80.28,2.96,0.043,0.7,1,-7
2344,19,57,4,80.37,3.03,0.063,0.6,1,-6
724,19,57,5,80.27,3.09,0.115,0.7,1,-2
140,19,57,6,81.29,6.81,0.575,-0.3,0,-6
189264,19,58,1,80.36,4.81,0.011,0.6,1,-14
15318,19,58,2,80.20,3.27,0.026,0.8,2,-6
3827,19,58,3,80.19,3.01,0.049,0.8,2,-7
2014,19,58,4,80.57,3.02,0.067,0.4,1,-4
640,19,58,5,80.36,2.94,0.116,0.6,1,-2
130,19,58,6,80.42,5.55,0.487,0.6,1,-3
189441,19,59,1,81.06,5.69,0.013,-0.1,0,-17
17734,19,59,2,80.40,3.30,0.025,0.6,1,-12
5806,19,59,3,80.17,3.17,0.042,0.8,2,-10
1838,19,59,4,80.71,3.06,0.071,0.3,1,-7
609,19,59,5,80.23,3.08,0.125,0.8,2,-4
130,19,59,6,81.69,8.47,0.743,-0.7,0,-8
170542,19,60,1,80.96,5.66,0.014,0.0,0,-19
16729,19,60,2,80.40,3.16,0.024,0.6,1,-11
4582,19,60,3,80.64,2.90,0.043,0.4,1,-9
1804,19,60,4,80.59,3.19,0.075,0.4,1,-9
666,19,60,5,80.63,3.54,0.137,0.4,1,-6
76,19,60,6,81.13,5.87,0.674,-0.1,0,-13
97044,19,61,1,80.53,4.92,0.016,0.5,1,-18
12550,19,61,2,80.25,3.23,0.029,0.7,1,-8
5961,19,61,3,80.28,2.87,0.037,0.7,1,-9
2142,19,61,4,80.25,3.59,0.078,0.8,2,-8
820,19,61,5,80.30,3.85,0.134,0.7,1,-6
139,19,61,6,80.26,7.07,0.600,0.7,1,-9
184950,19,62,1,80.93,5.59,0.013,0.1,0,-16
15575,19,62,2,80.41,3.18,0.025,0.6,1,-8
5790,19,62,3,80.18,3.08,0.041,0.8,2,-8
1748,19,62,4,80.15,3.35,0.080,0.8,2,-7
708,19,62,5,80.51,3.30,0.124,0.5,1,-3
128,19,62,6,80.20,5.00,0.442,0.8,2,-1
180021,19,63,1,80.97,5.67,0.013,0.0,0,-19
11672,19,63,2,80.15,3.15,0.029,0.8,2,-10
5681,19,63,3,80.18,3.04,0.040,0.8,2,-10
1693,19,63,4,80.33,3.40,0.083,0.7,1,-9
649,19,63,5,80.37,2.88,0.113,0.6,1,-5
124,19,63,6,80.01,6.56,0.589,1.0,2,-7
178630,19,64,1,80.70,5.68,0.013,0.3,1,-17
13357,19,64,2,80.51,3.04,0.026,0.5,1,-9
5171,19,64,3,80.45,3.19,0.044,0.5,1,-9
1389,19,64,4,79.96,2.61,0.070,1.0,2,-8
602,19,64,5,80.03,3.46,0.141,1.0,2,-4
101,19,64,6,81.16,8.17,0.813,-0.2,0,-12
158339,19,65,1,80.92,5.43,0.014,0.1,0,-18
12445,19,65,2,80.26,3.12,0.028,0.7,1,-9
4972,19,65,3,80.11,2.94,0.042,0.9,2,-9
2306,19,65,4,80.20,3.43,0.071,0.8,2,-8
717,19,65,5,80.13,3.43,0.128,0.9,2,-3
139,19,65,6,79.62,6.19,0.525,1.4,3,-7
177354,19,66,1,80.89,5.49,0.013,0.1,0,-16
16530,19,66,2,80.51,3.26,0.025,0.5,1,-9
5324,19,66,3,80.71,3.00,0.041,0.3,1,-8
1807,19,66,4,80.60,3.11,0.073,0.4,1,-6
791,19,66,5,80.29,3.12,0.111,0.7,1,-3
144,19,66,6,81.16,6.34,0.529,-0.2,0,-5
200570,19,67,1,80.96,5.75,0.013,0.0,0,-18
13127,19,67,2,80.21,3.15,0.027,0.8,2,-11
4950,19,67,3,80.23,2.87,0.041,0.8,2,-9
1073,19,67,4,80.25,2.99,0.091,0.7,1,-8
542,19,67,5,80.52,3.09,0.133,0.5,1,-2
145,19,67,6,80.19,6.54,0.543,0.8,2,-7
183713,19,68,1,81.10,5.71,0.013,-0.1,0,-19
10307,19,68,2,80.17,2.95,0.029,0.8,2,-8
4975,19,68,3,80.26,2.78,0.039,0.7,1,-9
1914,19,68,4,80.72,3.42,0.078,0.3,1,-8
572,19,68,5,79.90,3.44,0.144,1.1,2,-5
119,19,68,6,81.19,7.10,0.651,-0.2,0,-11
208905,19,69,1,80.67,5.54,0.012,0.3,1,-16
18696,19,69,2,80.38,3.38,0.025,0.6,1,-8
5174,19,69,3,80.55,3.14,0.044,0.5,1,-7
2033,19,69,4,80.34,2.99,0.066,0.7,1,-9
902,19,69,5,80.60,3.40,0.113,0.4,1,-5
135,19,69,6,79.91,5.05,0.435,1.1,2,-6
163828,19,70,1,80.66,5.41,0.013,0.3,1,-15
15287,19,70,2,80.30,3.21,0.026,0.7,1,-9
4383,19,70,3,79.99,2.73,0.041,1.0,2,-7
2071,19,70,4,80.21,2.96,0.065,0.8,2,-6
672,19,70,5,80.39,3.24,0.125,0.6,1,0
121,19,70,6,80.33,5.92,0.539,0.7,1,-4
188863,19,71,1,81.08,5.66,0.013,-0.1,0,-20
19405,19,71,2,80.42,3.27,0.024,0.6,1,-12
5260,19,71,3,80.69,2.86,0.040,0.3,1,-11
1918,19,71,4,80.31,3.02,0.069,0.7,1,-9
605,19,71,5,80.76,3.27,0.133,0.2,0,-5
140,19,71,6,80.00,6.27,0.530,1.0,2,-7
196413,19,72,1,81.40,5.75,0.013,-0.4,-1,-18
16778,19,72,2,80.74,3.16,0.024,0.3,1,-10
4414,19,72,3,80.58,2.97,0.045,0.4,1,-8
1667,19,72,4,80.26,3.04,0.075,0.7,1,-9
737,19,72,5,80.69,3.84,0.142,0.3,1,-6
123,19,72,6,79.20,5.41,0.487,1.8,4,-9
231297,20,1,1,81.00,5.25,0.011,0.0,0,-16
23246,20,1,2,80.74,3.06,0.020,0.3,1,-9
6687,20,1,3,80.54,2.75,0.034,0.5,1,-7
2279,20,1,4,80.58,2.77,0.058,0.4,1,-7
824,20,1,5,80.79,3.28,0.114,0.2,0,-6
173,20,1,6,80.26,5.15,0.391,0.7,1,-6
239362,20,2,1,80.85,5.31,0.011,0.2,0,-15
22519,20,2,2,80.34,3.25,0.022,0.7,1,-10
6093,20,2,3,80.53,2.83,0.036,0.5,1,-7
2439,20,2,4,80.37,2.90,0.059,0.6,1,-8
1133,20,2,5,80.62,3.60,0.107,0.4,1,-5
150,20,2,6,79.30,4.59,0.375,1.7,3,-5
241495,20,3,1,81.30,5.49,0.011,-0.3,-1,-20
22389,20,3,2,80.49,2.97,0.020,0.5,1,-11
5786,20,3,3,80.52,2.77,0.036,0.5,1,-11
2530,20,3,4,80.76,3.20,0.064,0.2,0,-9
779,20,3,5,80.88,3.13,0.112,0.1,0,-7
181,20,3,6,80.47,5.43,0.404,0.5,1,-10
247927,20,4,1,80.99,5.51,0.011,0.0,0,-18
20569,20,4,2,80.69,2.93,0.020,0.3,1,-11
5806,20,4,3,80.26,2.71,0.036,0.7,1,-9
1931,20,4,4,80.20,2.67,0.061,0.8,2,-9
787,20,4,5,80.68,3.49,0.124,0.3,1,-6
157,20,4,6,79.94,5.01,0.400,1.1,2,-10
244110,20,5,1,81.26,5.30,0.011,-0.3,-1,-17
21640,20,5,2,80.67,3.08,0.021,0.3,1,-10
7678,20,5,3,80.35,2.85,0.033,0.7,1,-9
2711,20,5,4,80.35,2.74,0.053,0.6,1,-8
1073,20,5,5,80.57,3.40,0.104,0.4,1,-6
196,20,5,6,81.28,6.46,0.462,-0.3,0,-6
258018,20,6,1,81.28,5.43,0.011,-0.3,-1,-16
19266,20,6,2,80.64,2.96,0.021,0.4,1,-9
7171,20,6,3,80.58,2.83,0.033,0.4,1,-9
2246,20,6,4,80.22,2.97,0.063,0.8,2,-6
1054,20,6,5,80.34,3.21,0.099,0.7,1,-5
181,20,6,6,80.05,4.97,0.369,1.0,2,-6
222485,20,7,1,81.01,5.30,0.011,-0.0,0,-17
19484,20,7,2,80.79,3.03,0.022,0.2,0,-10
5450,20,7,3,80.33,2.73,0.037,0.7,1,-10
2122,20,7,4,80.52,2.97,0.064,0.5,1,-7
807,20,7,5,80.49,3.40,0.120,0.5,1,-5
131,20,7,6,79.42,5.92,0.517,1.6,3,-6
227659,20,8,1,80.67,5.42,0.011,0.3,1,-15
22107,20,8,2,80.54,3.02,0.020,0.5,1,-10
6865,20,8,3,80.26,2.81,0.034,0.7,1,-7
1694,20,8,4,80.44,2.78,0.068,0.6,1,-7
619,20,8,5,80.23,3.55,0.143,0.8,2,-4
141,20,8,6,80.01,5.25,0.442,1.0,2,-9
250748,20,9,1,81.10,5.51,0.011,-0.1,0,-16
20825,20,9,2,80.73,3.10,0.021,0.3,1,-8
8029,20,9,3,80.31,2.76,0.031,0.7,1,-5
2331,20,9,4,80.56,3.03,0.063,0.4,1,-6
988,20,9,5,80.73,3.19,0.102,0.3,1,-3
189,20,9,6,80.87,5.29,0.385,0.1,0,-4
239003,20,10,1,81.09,5.43,0.011,-0.1,0,-14
25017,20,10,2,80.38,3.24,0.020,0.6,1,-8
8625,20,10,3,80.27,2.74,0.029,0.7,1,-6
2286,20,10,4,80.78,2.97,0.062,0.2,0,-5
1252,20,10,5,80.42,2.95,0.083,0.6,1,-3
166,20,10,6,80.26,3.83,0.297,0.7,1,-4
218999,20,11,1,80.84,5.32,0.011,0.2,0,-20
20116,20,11,2,80.74,2.91,0.021,0.3,1,-11
5264,20,11,3,80.87,2.91,0.040,0.1,0,-11
2697,20,11,4,80.25,2.89,0.056,0.7,1,-9
977,20,11,5,80.15,3.05,0.098,0.9,2,-7
187,20,11,6,79.97,6.64,0.485,1.0,2,-11
213519,20,12,1,80.89,5.37,0.012,0.1,0,-18
20162,20,12,2,80.64,3.02,0.021,0.4,1,-11
6868,20,12,3,80.66,2.87,0.035,0.3,1,-8
2414,20,12,4,80.57,2.85,0.058,0.4,1,-9
899,20,12,5,80.72,3.13,0.104,0.3,1,-6
209,20,12,6,79.49,5.31,0.367,1.5,3,-11
247487,20,13,1,81.02,5.30,0.011,-0.0,0,-16
19306,20,13,2,80.34,3.04,0.022,0.7,1,-10
7837,20,13,3,80.85,3.07,0.035,0.1,0,-8
2119,20,13,4,80.35,2.91,0.063,0.6,1,-7
981,20,13,5,80.63,3.38,0.108,0.4,1,-6
182,20,13,6,81.38,5.27,0.391,-0.4,0,-5
222211,20,14,1,81.12,5.23,0.011,-0.1,0,-15
19093,20,14,2,80.60,3.19,0.023,0.4,1,-9
6515,20,14,3,80.35,2.96,0.037,0.6,1,-9
2279,20,14,4,80.93,3.07,0.064,0.1,0,-9
1053,20,14,5,80.56,3.16,0.098,0.4,1,-4
168,20,14,6,80.72,5.56,0.429,0.3,0,-6
230691,20,15,1,81.14,5.29,0.011,-0.1,0,-17
18408,20,15,2,80.36,2.88,0.021,0.6,1,-10
7199,20,15,3,80.46,2.82,0.033,0.5,1,-9
2524,20,15,4,80.50,2.94,0.058,0.5,1,-9
941,20,15,5,80.56,3.50,0.114,0.4,1,-6
179,20,15,6,79.09,4.56,0.340,1.9,4,-7
203656,20,16,1,80.85,5.36,0.012,0.1,0,-19
21739,20,16,2,80.28,2.90,0.020,0.7,1,-13
5913,20,16,3,80.69,2.71,0.035,0.3,1,-9
2375,20,16,4,80.63,2.96,0.061,0.4,1,-10
1003,20,16,5,80.61,2.97,0.094,0.4,1,-6
123,20,16,6,81.13,6.31,0.569,-0.1,0,-13
255297,20,17,1,81.23,5.27,0.010,-0.2,0,-15
18504,20,17,2,80.48,3.11,0.023,0.5,1,-9
6678,20,17,3,80.69,2.95,0.036,0.3,1,-7
1911,20,17,4,80.48,2.79,0.064,0.5,1,-7
917,20,17,5,80.32,3.12,0.103,0.7,1,-5
143,20,17,6,79.40,4.22,0.353,1.6,3,-4
248341,20,18,1,80.75,5.32,0.011,0.2,0,-15
20214,20,18,2,80.36,2.86,0.020,0.6,1,-10
6169,20,18,3,80.77,2.87,0.037,0.2,0,-9
1989,20,18,4,80.63,2.80,0.063,0.4,1,-7
1000,20,18,5,80.47,3.11,0.098,0.5,1,-5
128,20,18,6,80.42,5.57,0.492,0.6,1,-6
255505,20,19,1,81.15,5.51,0.011,-0.2,0,-17
20842,20,19,2,80.82,2.98,0.021,0.2,0,-9
5846,20,19,3,80.34,2.66,0.035,0.7,1,-9
2538,20,19,4,80.65,2.91,0.058,0.3,1,-6
740,20,19,5,80.54,3.10,0.114,0.5,1,-5
120,20,19,6,79.74,5.62,0.513,1.3,3,-8
226051,20,20,1,80.88,5.43,0.011,0.1,0,-17
24738,20,20,2,80.43,2.95,0.019,0.6,1,-10
5743,20,20,3,80.54,2.65,0.035,0.5,1,-8
2357,20,20,4,80.60,2.85,0.059,0.4,1,-8
751,20,20,5,80.65,2.80,0.102,0.3,1,-5
161,20,20,6,81.04,5.54,0.437,-0.0,0,-9
236315,20,21,1,81.25,5.41,0.011,-0.2,0,-17
25101,20,21,2,80.37,3.13,0.020,0.6,1,-8
9532,20,21,3,80.31,2.99,0.031,0.7,1,-7
2704,20,21,4,80.29,2.95,0.057,0.7,1,-7
1086,20,21,5,80.59,3.31,0.100,0.4,1,-5
204,20,21,6,79.92,4.96,0.347,1.1,2,-5
233999,20,22,1,80.86,5.32,0.011,0.1,0,-16
24881,20,22,2,80.41,3.05,0.019,0.6,1,-9
7072,20,22,3,80.46,2.89,0.034,0.5,1,-7
2614,20,22,4,80.46,2.74,0.054,0.5,1,-7
1139,20,22,5,80.01,3.57,0.106,1.0,2,-4
157,20,22,6,81.05,5.72,0.456,-0.1,0,-7
234079,20,23,1,81.24,5.40,0.011,-0.2,0,-17
16490,20,23,2,80.51,2.87,0.022,0.5,1,-10
4840,20,23,3,80.77,2.78,0.040,0.2,0,-9
2119,20,23,4,80.51,2.92,0.063,0.5,1,-7
753,20,23,5,80.32,3.20,0.117,0.7,1,-6
140,20,23,6,79.29,6.81,0.576,1.7,3,-8
215104,20,24,1,80.93,5.36,0.012,0.1,0,-16
21864,20,24,2,80.64,3.04,0.021,0.4,1,-10
6365,20,24,3,80.72,2.80,0.035,0.3,1,-8
1956,20,24,4,80.25,3.00,0.068,0.7,1,-9
864,20,24,5,80.44,3.00,0.102,0.6,1,-5
124,20,24,6,79.63,6.07,0.545,1.4,3,-10
225597,20,25,1,80.89,5.23,0.011,0.1,0,-15
18634,20,25,2,80.49,3.19,0.023,0.5,1,-9
6017,20,25,3,80.59,2.66,0.034,0.4,1,-6
2480,20,25,4,80.41,2.91,0.058,0.6,1,-8
934,20,25,5,80.36,2.86,0.094,0.6,1,-5
257,20,25,6,81.25,5.44,0.339,-0.2,0,-7
193957,20,26,1,81.15,5.21,0.012,-0.2,0,-15
20681,20,26,2,80.46,3.11,0.022,0.5,1,-9
6039,20,26,3,80.39,2.81,0.036,0.6,1,-7
2561,20,26,4,80.56,2.94,0.058,0.4,1,-6
970,20,26,5,80.22,3.01,0.097,0.8,2,-5
219,20,26,6,79.92,4.37,0.296,1.1,2,-6
249347,20,27,1,80.91,5.38,0.011,0.1,0,-16
21987,20,27,2,80.66,2.97,0.020,0.3,1,-8
7875,20,27,3,80.30,2.93,0.033,0.7,1,-10
2341,20,27,4,80.60,2.92,0.060,0.4,1,-5
913,20,27,5,80.28,3.30,0.109,0.7,1,-5
154,20,27,6,80.10,7.47,0.602,0.9,2,-6
224011,20,28,1,80.80,5.36,0.011,0.2,0,-16
21060,20,28,2,80.73,2.89,0.020,0.3,1,-9
7470,20,28,3,80.64,2.80,0.032,0.4,1,-7
2138,20,28,4,80.27,2.64,0.057,0.7,1,-9
814,20,28,5,80.20,3.57,0.125,0.8,2,-3
131,20,28,6,80.35,5.18,0.453,0.6,1,-9
238581,20,29,1,80.75,5.30,0.011,0.2,0,-14
17423,20,29,2,80.42,3.00,0.023,0.6,1,-7
6912,20,29,3,80.60,2.71,0.033,0.4,1,-5
2456,20,29,4,80.74,3.19,0.064,0.3,1,-6
1080,20,29,5,80.46,2.92,0.089,0.5,1,-3
231,20,29,6,80.13,4.86,0.320,0.9,2,-3
224801,20,30,1,81.24,5.36,0.011,-0.2,0,-15
22285,20,30,2,80.49,3.09,0.021,0.5,1,-8
9589,20,30,3,80.40,2.98,0.030,0.6,1,-6
2626,20,30,4,80.66,3.04,0.059,0.3,1,-6
1032,20,30,5,80.74,3.42,0.106,0.3,1,-2
179,20,30,6,80.27,5.24,0.391,0.7,1,-5
265078,20,31,1,80.65,5.52,0.011,0.3,1,-17
17367,20,31,2,80.50,2.83,0.021,0.5,1,-9
6032,20,31,3,80.41,2.76,0.036,0.6,1,-9
2683,20,31,4,80.21,3.16,0.061,0.8,2,-8
721,20,31,5,80.62,3.40,0.127,0.4,1,-5
184,20,31,6,80.26,5.52,0.407,0.7,1,-8
212433,20,32,1,80.82,5.27,0.011,0.2,0,-17
21697,20,32,2,80.39,3.00,0.020,0.6,1,-11
5572,20,32,3,80.49,2.84,0.038,0.5,1,-7
2569,20,32,4,80.49,2.89,0.057,0.5,1,-8
810,20,32,5,80.27,3.26,0.115,0.7,1,-5
131,20,32,6,80.17,6.00,0.524,0.8,2,-9
244991,20,33,1,81.07,5.29,0.011,-0.1,0,-15
19468,20,33,2,80.68,3.08,0.022,0.3,1,-8
8381,20,33,3,80.41,2.80,0.031,0.6,1,-6
3005,20,33,4,80.54,3.10,0.057,0.5,1,-7
1191,20,33,5,80.39,3.66,0.106,0.6,1,-5
209,20,33,6,79.25,4.40,0.305,1.7,3,-4
219612,20,34,1,80.97,5.33,0.011,0.0,0,-13
23505,20,34,2,80.32,3.05,0.020,0.7,1,-8
6792,20,34,3,80.74,2.78,0.034,0.3,1,-5
2668,20,34,4,80.64,3.17,0.061,0.4,1,-6
1105,20,34,5,80.54,3.58,0.108,0.5,1,-3
171,20,34,6,80.10,4.83,0.369,0.9,2,-4
229048,20,35,1,81.26,5.32,0.011,-0.3,-1,-18
23160,20,35,2,80.81,2.99,0.020,0.2,0,-10
8522,20,35,3,80.55,2.91,0.032,0.5,1,-9
2127,20,35,4,80.51,2.89,0.063,0.5,1,-8
1026,20,35,5,80.40,3.23,0.101,0.6,1,-6
147,20,35,6,80.18,6.09,0.503,0.8,2,-9
247564,20,36,1,81.02,5.56,0.011,-0.0,0,-17
29477,20,36,2,80.79,3.12,0.018,0.2,0,-12
6535,20,36,3,80.52,2.88,0.036,0.5,1,-8
2311,20,36,4,80.46,3.00,0.062,0.5,1,-8
949,20,36,5,80.15,3.14,0.102,0.9,2,-4
111,20,36,6,79.36,5.25,0.499,1.6,3,-10
239618,20,37,1,81.18,5.22,0.011,-0.2,0,-14
23152,20,37,2,80.38,3.16,0.021,0.6,1,-9
7705,20,37,3,80.69,2.81,0.032,0.3,1,-5
3005,20,37,4,80.49,3.00,0.055,0.5,1,-7
1015,20,37,5,80.46,3.22,0.101,0.5,1,-5
114,20,37,6,79.95,6.21,0.581,1.0,2,-7
216206,20,38,1,81.08,5.36,0.012,-0.1,0,-15
27912,20,38,2,80.44,3.14,0.019,0.6,1,-9
5648,20,38,3,80.56,2.82,0.038,0.4,1,-6
2744,20,38,4,80.27,3.05,0.058,0.7,1,-7
924,20,38,5,80.81,4.00,0.132,0.2,0,-3
149,20,38,6,80.56,4.43,0.363,0.4,1,-3
271923,20,39,1,80.99,5.57,0.011,0.0,0,-17
18709,20,39,2,80.75,2.93,0.021,0.2,0,-11
8792,20,39,3,80.42,3.03,0.032,0.6,1,-11
2082,20,39,4,80.38,2.77,0.061,0.6,1,-8
971,20,39,5,80.45,3.36,0.108,0.5,1,-7
189,20,39,6,80.31,6.49,0.472,0.7,1,-11
224384,20,40,1,80.88,5.47,0.012,0.1,0,-17
26198,20,40,2,80.40,2.97,0.018,0.6,1,-12
8141,20,40,3,80.38,2.88,0.032,0.6,1,-9
2435,20,40,4,80.42,3.06,0.062,0.6,1,-10
846,20,40,5,80.87,3.89,0.134,0.1,0,-7
197,20,40,6,80.02,5.61,0.400,1.0,2,-12
257416,20,41,1,80.93,5.46,0.011,0.1,0,-16
17332,20,41,2,80.67,2.96,0.022,0.3,1,-10
6328,20,41,3,80.62,2.84,0.036,0.4,1,-7
