nDigis,iEta,iPhi,Depth,Mean TDC time[ns], TDC time RMS[ns], Uncertainty,Adjustment[ns],Adjustment[phase units]
1598,17,35,3,86.01,4.30,0.108,-5.0,-10
1337,17,36,3,86.04,4.18,0.114,-5.0,-10
2073,17,37,3,84.55,3.99,0.088,-3.5,-7
1671,17,38,3,84.02,4.25,0.104,-3.0,-6
13356,18,35,2,87.74,4.53,0.039,-6.7,-13
14192,18,36,2,87.01,4.53,0.038,-6.0,-12
11149,18,37,2,85.42,4.17,0.040,-4.4,-9
12793,18,38,2,86.18,4.23,0.037,-5.2,-10
7736,18,35,3,85.39,3.47,0.040,-4.4,-9
6406,18,36,3,85.89,3.63,0.045,-4.9,-10
6545,18,37,3,84.82,3.52,0.043,-3.8,-8
7452,18,38,3,84.49,3.51,0.041,-3.5,-7
1196,18,35,4,85.02,3.46,0.100,-4.0,-8
988,18,36,4,84.52,3.21,0.102,-3.5,-7
1325,18,37,4,84.41,3.78,0.104,-3.4,-7
1183,18,38,4,83.40,3.34,0.097,-2.4,-5
632,18,35,5,85.02,3.97,0.158,-4.0,-8
447,18,36,5,84.02,3.62,0.171,-3.0,-6
477,18,37,5,83.97,3.70,0.169,-3.0,-6
617,18,38,5,83.24,4.04,0.163,-2.2,-4
44404,19,35,1,90.02,5.29,0.025,-9.0,-18
42445,19,36,1,90.06,5.28,0.026,-9.1,-18
34312,19,37,1,89.10,5.18,0.028,-8.1,-16
41640,19,38,1,89.00,5.29,0.026,-8.0,-16
11084,19,35,2,86.68,3.36,0.032,-5.7,-11
10270,19,36,2,86.50,3.29,0.032,-5.5,-11
8614,19,37,2,84.66,3.30,0.036,-3.7,-7
10630,19,38,2,85.86,3.43,0.033,-4.9,-10
6362,19,35,3,86.41,3.11,0.039,-5.4,-11
5137,19,36,3,85.35,3.05,0.043,-4.3,-9
6780,19,37,3,84.58,3.19,0.039,-3.6,-7
5366,19,38,3,84.84,3.11,0.042,-3.8,-8
1753,19,35,4,85.82,3.10,0.074,-4.8,-10
1698,19,36,4,84.92,3.03,0.073,-3.9,-8
1995,19,37,4,84.75,3.41,0.076,-3.7,-7
2216,19,38,4,83.40,3.02,0.064,-2.4,-5
646,19,35,5,84.05,3.70,0.145,-3.1,-6
731,19,36,5,83.88,3.46,0.128,-2.9,-6
679,19,37,5,82.52,3.30,0.127,-1.5,-3
648,19,38,5,82.98,3.37,0.132,-2.0,-4
108,19,35,6,85.66,6.68,0.643,-4.7,-9
111,19,36,6,86.62,7.06,0.670,-5.6,-11
106,19,37,6,85.89,7.09,0.689,-4.9,-10
99,19,38,6,83.07,5.47,0.550,-2.1,-4
53906,20,35,1,89.57,4.79,0.021,-8.6,-17
53251,20,36,1,89.47,4.99,0.022,-8.5,-17
49483,20,37,1,88.23,4.67,0.021,-7.2,-14
46239,20,38,1,88.68,4.97,0.023,-7.7,-15
11698,20,35,2,86.15,3.07,0.028,-5.1,-10
14815,20,36,2,87.24,3.23,0.027,-6.2,-12
13021,20,37,2,85.81,3.20,0.028,-4.8,-10
13716,20,38,2,85.86,3.24,0.028,-4.9,-10
8780,20,35,3,85.95,2.99,0.032,-5.0,-10
6398,20,36,3,85.59,3.01,0.038,-4.6,-9
7339,20,37,3,84.19,3.10,0.036,-3.2,-6
6919,20,38,3,84.64,2.95,0.035,-3.6,-7
2190,20,35,4,85.68,3.24,0.069,-4.7,-9
2487,20,36,4,85.55,3.13,0.063,-4.5,-9
3039,20,37,4,84.94,2.91,0.053,-3.9,-8
2928,20,38,4,84.90,3.30,0.061,-3.9,-8
1101,20,35,5,84.55,3.08,0.093,-3.5,-7
1026,20,36,5,83.80,3.29,0.103,-2.8,-6
1097,20,37,5,83.98,3.30,0.100,-3.0,-6
1141,20,38,5,82.57,3.26,0.096,-1.6,-3
137,20,35,6,86.46,6.23,0.532,-5.5,-11
142,20,36,6,87.67,7.11,0.597,-6.7,-13
157,20,37,6,85.71,6.04,0.482,-4.7,-9
176,20,38,6,83.20,5.35,0.403,-2.2,-4
100792,21,35,1,91.71,4.46,0.014,-10.7,-21
98653,21,37,1,89.42,4.24,0.014,-8.4,-17
23790,21,35,2,87.75,2.84,0.018,-6.8,-14
29093,21,37,2,85.88,2.83,0.017,-4.9,-10
14250,21,35,3,86.96,2.71,0.023,-6.0,-12
9927,21,37,3,85.92,2.67,0.027,-4.9,-10
5885,21,35,4,87.80,2.85,0.037,-6.8,-14
5794,21,37,4,86.67,2.82,0.037,-5.7,-11
1786,21,35,5,84.87,3.06,0.072,-3.9,-8
2117,21,37,5,86.10,3.57,0.078,-5.1,-10
251,21,35,6,88.01,5.57,0.352,-7.0,-14
284,21,37,6,86.69,5.18,0.308,-5.7,-11
144629,22,35,1,91.20,4.05,0.011,-10.2,-20
138733,22,37,1,89.67,4.03,0.011,-8.7,-17
34254,22,35,2,88.59,2.64,0.014,-7.6,-15
33947,22,37,2,86.84,2.69,0.015,-5.8,-12
30322,22,35,3,88.40,2.56,0.015,-7.4,-15
17207,22,37,3,87.73,2.54,0.019,-6.7,-13
6587,22,35,4,87.16,2.78,0.034,-6.2,-12
6974,22,37,4,86.77,2.80,0.034,-5.8,-12
3467,22,35,5,86.77,3.28,0.056,-5.8,-12
3363,22,37,5,85.68,3.23,0.056,-4.7,-9
553,22,35,6,87.31,5.26,0.224,-6.3,-13
528,22,37,6,86.10,4.14,0.180,-5.1,-10
222448,23,35,1,91.33,3.62,0.008,-10.3,-21
178179,23,37,1,90.42,3.63,0.009,-9.4,-19
46161,23,35,2,88.48,2.32,0.011,-7.5,-15
47397,23,37,2,87.76,2.38,0.011,-6.8,-14
24094,23,35,3,87.77,2.25,0.014,-6.8,-14
19733,23,37,3,87.17,2.36,0.017,-6.2,-12
11067,23,35,4,87.95,2.78,0.026,-7.0,-14
11608,23,37,4,86.37,2.54,0.024,-5.4,-11
4420,23,35,5,87.38,3.15,0.047,-6.4,-13
5231,23,37,5,85.39,3.02,0.042,-4.4,-9
676,23,35,6,89.57,4.52,0.174,-8.6,-17
813,23,37,6,85.83,4.27,0.150,-4.8,-10
238523,24,35,1,91.14,3.16,0.006,-10.1,-20
211455,24,37,1,89.09,3.09,0.007,-8.1,-16
95448,24,35,2,89.15,2.12,0.007,-8.1,-16
81249,24,37,2,87.90,2.15,0.008,-6.9,-14
47514,24,35,3,88.80,2.10,0.010,-7.8,-16
40253,24,37,3,88.23,2.21,0.011,-7.2,-14
14358,24,35,4,88.10,2.53,0.021,-7.1,-14
19934,24,37,4,87.58,2.63,0.019,-6.6,-13
6543,24,35,5,87.10,3.09,0.038,-6.1,-12
8889,24,37,5,86.31,3.07,0.033,-5.3,-11
1111,24,35,6,88.14,4.16,0.125,-7.1,-14
1713,24,37,6,86.61,3.87,0.093,-5.6,-11
337600,25,35,1,91.01,2.82,0.005,-10.0,-20
316848,25,37,1,89.56,2.74,0.005,-8.6,-17
104799,25,35,2,88.96,1.90,0.006,-8.0,-16
98622,25,37,2,87.85,1.89,0.006,-6.8,-14
57114,25,35,3,88.52,2.03,0.008,-7.5,-15
63979,25,37,3,87.19,2.04,0.008,-6.2,-12
26641,25,35,4,88.23,2.44,0.015,-7.2,-14
31927,25,37,4,87.64,2.46,0.014,-6.6,-13
10407,25,35,5,87.62,3.03,0.030,-6.6,-13
11972,25,37,5,85.55,2.98,0.027,-4.5,-9
2429,25,35,6,90.48,4.23,0.086,-9.5,-19
2995,25,37,6,87.99,4.08,0.074,-7.0,-14
464341,26,35,1,90.52,2.25,0.003,-9.5,-19
430598,26,37,1,88.93,2.30,0.003,-7.9,-16
126678,26,35,2,89.26,1.67,0.005,-8.3,-17
110579,26,37,2,88.69,1.73,0.005,-7.7,-15
96672,26,35,3,88.84,1.74,0.006,-7.8,-16
136283,26,37,3,88.38,1.82,0.005,-7.4,-15
57512,26,35,4,89.16,1.99,0.008,-8.2,-16
52517,26,37,4,88.77,2.16,0.009,-7.8,-16
48606,26,35,5,89.27,2.44,0.011,-8.3,-17
60235,26,37,5,88.57,2.47,0.010,-7.6,-15
25317,26,35,6,88.53,3.05,0.019,-7.5,-15
29548,26,37,6,86.75,3.00,0.017,-5.8,-12
5531,26,35,7,90.38,4.20,0.056,-9.4,-19
7617,26,37,7,88.78,3.99,0.046,-7.8,-16
287680,27,35,1,89.89,2.13,0.004,-8.9,-18
383708,27,37,1,88.57,2.22,0.004,-7.6,-15
83479,27,35,2,88.45,1.42,0.005,-7.4,-15
99310,27,37,2,87.72,1.57,0.005,-6.7,-13
95839,27,35,3,88.11,1.70,0.005,-7.1,-14
105435,27,37,3,86.64,1.66,0.005,-5.6,-11
53166,27,35,4,89.76,1.98,0.009,-8.8,-18
66139,27,37,4,87.39,1.97,0.008,-6.4,-13
40268,27,35,5,88.52,2.47,0.012,-7.5,-15
62628,27,37,5,87.41,2.35,0.009,-6.4,-13
38345,27,35,6,88.62,3.27,0.017,-7.6,-15
37143,27,37,6,87.29,3.11,0.016,-6.3,-13
9318,27,35,7,90.38,3.99,0.041,-9.4,-19
8561,27,37,7,88.36,3.91,0.042,-7.4,-15
497363,28,35,1,89.70,1.53,0.002,-8.7,-17
532948,28,37,1,89.66,1.92,0.003,-8.7,-17
197693,28,35,2,88.91,1.25,0.003,-7.9,-16
22731,28,37,2,96.08,4.30,0.029,-15.1,-30
266178,28,35,3,89.32,1.63,0.003,-8.3,-17
57286,28,37,3,94.75,3.96,0.017,-13.8,-28
272163,28,35,4,90.31,2.04,0.004,-9.3,-19
149029,28,37,4,89.29,1.89,0.005,-8.3,-17
286387,28,35,5,89.76,2.26,0.004,-8.8,-18
474420,28,37,5,89.25,2.30,0.003,-8.3,-17
511541,28,35,6,88.94,2.54,0.004,-7.9,-16
403022,28,37,6,88.03,2.42,0.004,-7.0,-14
261964,28,35,7,91.04,3.76,0.007,-10.0,-20
232231,28,37,7,88.27,3.13,0.007,-7.3,-15
204724,29,35,1,88.94,1.63,0.004,-7.9,-16
46498,29,37,1,88.52,2.03,0.009,-7.5,-15
55637,29,35,2,89.14,1.78,0.008,-8.1,-16
1734,29,37,2,93.87,3.09,0.074,-12.9,-26
16529,29,35,3,89.86,2.17,0.017,-8.9,-18
4687,29,37,3,92.42,2.82,0.041,-11.4,-23
19130,-29,39,1,87.61,1.85,0.013,-6.6,-13
66246,-29,41,1,87.28,1.36,0.005,-6.3,-13
27438,-29,39,2,87.34,1.54,0.009,-6.3,-13
25344,-29,41,2,88.28,1.79,0.011,-7.3,-15
1859,-29,39,3,91.69,2.97,0.069,-10.7,-21
78577,-29,41,3,88.29,2.05,0.007,-7.3,-15
226652,-28,39,1,88.39,1.75,0.004,-7.4,-15
322726,-28,41,1,88.35,1.48,0.003,-7.4,-15
97190,-28,39,2,87.56,1.60,0.005,-6.6,-13
85537,-28,41,2,88.68,1.92,0.007,-7.7,-15
40893,-28,39,3,92.97,3.63,0.018,-12.0,-24
156068,-28,41,3,88.02,1.60,0.004,-7.0,-14
66471,-28,39,4,89.36,1.84,0.007,-8.4,-17
165584,-28,41,4,88.49,1.98,0.005,-7.5,-15
221541,-28,39,5,88.15,2.17,0.005,-7.1,-14
229924,-28,41,5,87.89,2.25,0.005,-6.9,-14
251330,-28,39,6,88.11,2.65,0.005,-7.1,-14
338590,-28,41,6,88.43,2.82,0.005,-7.4,-15
197459,-28,39,7,88.22,3.19,0.007,-7.2,-14
249946,-28,41,7,89.44,3.81,0.008,-8.4,-17
264490,-27,39,1,87.69,2.24,0.004,-6.7,-13
250519,-27,41,1,89.11,2.13,0.004,-8.1,-16
71357,-27,39,2,86.86,1.48,0.006,-5.9,-12
34349,-27,41,2,87.78,1.37,0.007,-6.8,-14
57368,-27,39,3,86.33,1.59,0.007,-5.3,-11
64949,-27,41,3,86.94,1.61,0.006,-5.9,-12
52977,-27,39,4,87.14,1.99,0.009,-6.1,-12
50411,-27,41,4,88.53,1.97,0.009,-7.5,-15
38442,-27,39,5,86.73,2.41,0.012,-5.7,-11
44525,-27,41,5,88.06,2.42,0.011,-7.1,-14
14652,-27,39,6,85.50,2.82,0.023,-4.5,-9
32311,-27,41,6,87.94,3.24,0.018,-6.9,-14
13275,-27,39,7,87.42,4.01,0.035,-6.4,-13
13171,-27,41,7,89.44,4.02,0.035,-8.4,-17
408297,-26,39,1,87.92,2.35,0.004,-6.9,-14
498486,-26,41,1,89.47,2.28,0.003,-8.5,-17
102362,-26,39,2,87.40,1.75,0.005,-6.4,-13
110406,-26,41,2,87.90,1.56,0.005,-6.9,-14
87276,-26,39,3,86.53,1.83,0.006,-5.5,-11
80428,-26,41,3,87.55,1.65,0.006,-6.6,-13
53692,-26,39,4,87.63,2.13,0.009,-6.6,-13
50110,-26,41,4,88.03,2.08,0.009,-7.0,-14
45546,-26,39,5,86.67,2.40,0.011,-5.7,-11
48074,-26,41,5,87.74,2.45,0.011,-6.7,-13
25356,-26,39,6,85.39,3.05,0.019,-4.4,-9
22995,-26,41,6,87.80,3.16,0.021,-6.8,-14
8076,-26,39,7,88.03,3.83,0.043,-7.0,-14
7466,-26,41,7,88.78,4.03,0.047,-7.8,-16
382431,-25,39,1,89.36,2.79,0.005,-8.4,-17
287826,-25,41,1,89.84,2.83,0.005,-8.8,-18
107305,-25,39,2,87.01,1.89,0.006,-6.0,-12
100824,-25,41,2,87.02,1.77,0.006,-6.0,-12
69827,-25,39,3,87.71,2.15,0.008,-6.7,-13
53627,-25,41,3,87.49,1.99,0.009,-6.5,-13
35082,-25,39,4,86.55,2.46,0.013,-5.6,-11
32301,-25,41,4,88.39,2.51,0.014,-7.4,-15
10621,-25,39,5,85.05,2.91,0.028,-4.0,-8
10215,-25,41,5,86.83,3.05,0.030,-5.8,-12
3636,-25,39,6,88.10,4.22,0.070,-7.1,-14
2858,-25,41,6,88.90,4.13,0.077,-7.9,-16
210342,-24,39,1,88.34,3.13,0.007,-7.3,-15
218642,-24,41,1,89.85,3.20,0.007,-8.8,-18
56494,-24,39,2,87.09,2.06,0.009,-6.1,-12
96111,-24,41,2,87.80,2.05,0.007,-6.8,-14
40025,-24,39,3,87.40,2.24,0.011,-6.4,-13
47988,-24,41,3,88.36,2.19,0.010,-7.4,-15
15939,-24,39,4,85.91,2.53,0.020,-4.9,-10
13931,-24,41,4,86.67,2.45,0.021,-5.7,-11
7230,-24,39,5,85.68,3.15,0.037,-4.7,-9
6813,-24,41,5,86.92,3.05,0.037,-5.9,-12
1699,-24,39,6,86.10,3.99,0.097,-5.1,-10
1647,-24,41,6,87.59,4.32,0.107,-6.6,-13
171572,-23,39,1,89.65,3.64,0.009,-8.7,-17
159366,-23,41,1,89.94,3.60,0.009,-8.9,-18
44224,-23,39,2,85.58,2.27,0.011,-4.6,-9
51250,-23,41,2,87.25,2.33,0.010,-6.2,-12
32964,-23,39,3,86.95,2.53,0.014,-5.9,-12
26587,-23,41,3,87.17,2.34,0.014,-6.2,-12
12684,-23,39,4,86.00,2.79,0.025,-5.0,-10
13423,-23,41,4,87.79,2.71,0.023,-6.8,-14
4909,-23,39,5,84.85,3.18,0.045,-3.9,-8
4528,-23,41,5,84.60,3.05,0.045,-3.6,-7
1240,-23,39,6,85.81,4.43,0.126,-4.8,-10
974,-23,41,6,88.18,4.34,0.139,-7.2,-14
128281,-22,39,1,88.74,4.13,0.012,-7.7,-15
119170,-22,41,1,89.33,3.99,0.012,-8.3,-17
29629,-22,39,2,85.51,2.69,0.016,-4.5,-9
34578,-22,41,2,86.70,2.56,0.014,-5.7,-11
19772,-22,39,3,86.26,2.66,0.019,-5.3,-11
24365,-22,41,3,88.42,2.66,0.017,-7.4,-15
7617,-22,39,4,85.25,2.86,0.033,-4.2,-8
6339,-22,41,4,86.46,2.86,0.036,-5.5,-11
3131,-22,39,5,83.78,2.98,0.053,-2.8,-6
3220,-22,41,5,85.81,3.20,0.056,-4.8,-10
557,-22,39,6,85.31,4.27,0.181,-4.3,-9
613,-22,41,6,86.74,5.27,0.213,-5.7,-11
87554,-21,39,1,88.68,4.41,0.015,-7.7,-15
89048,-21,41,1,90.13,4.48,0.015,-9.1,-18
17370,-21,39,2,85.96,2.70,0.020,-5.0,-10
20373,-21,41,2,86.87,2.74,0.019,-5.9,-12
16672,-21,39,3,85.71,2.96,0.023,-4.7,-9
11532,-21,41,3,86.48,2.80,0.026,-5.5,-11
6232,-21,39,4,86.06,2.90,0.037,-5.1,-10
5416,-21,41,4,86.69,3.27,0.044,-5.7,-11
2699,-21,39,5,84.09,3.16,0.061,-3.1,-6
1527,-21,41,5,84.46,3.36,0.086,-3.5,-7
494,-21,39,6,85.71,5.07,0.228,-4.7,-9
376,-21,41,6,88.06,5.33,0.275,-7.1,-14
45409,-20,39,1,86.84,4.85,0.023,-5.8,-12
52020,-20,40,1,87.39,4.82,0.021,-6.4,-13
39331,-20,41,1,89.02,4.87,0.025,-8.0,-16
48406,-20,42,1,88.91,5.07,0.023,-7.9,-16
11316,-20,39,2,84.19,3.24,0.030,-3.2,-6
10813,-20,40,2,85.02,3.30,0.032,-4.0,-8
12718,-20,41,2,85.81,3.09,0.027,-4.8,-10
11798,-20,42,2,85.79,3.22,0.030,-4.8,-10
6955,-20,39,3,84.18,2.94,0.035,-3.2,-6
8946,-20,40,3,83.66,2.96,0.031,-2.7,-5
6179,-20,41,3,84.22,2.97,0.038,-3.2,-6
8374,-20,42,3,85.42,3.03,0.033,-4.4,-9
3212,-20,39,4,84.02,3.32,0.058,-3.0,-6
3196,-20,40,4,83.98,3.03,0.054,-3.0,-6
2829,-20,41,4,85.52,3.19,0.060,-4.5,-9
2206,-20,42,4,84.61,2.93,0.062,-3.6,-7
858,-20,39,5,82.25,3.49,0.119,-1.2,-2
1330,-20,40,5,82.63,3.56,0.098,-1.6,-3
1151,-20,41,5,83.15,3.34,0.098,-2.2,-4
982,-20,42,5,84.18,3.26,0.104,-3.2,-6
180,-20,39,6,82.80,4.61,0.343,-1.8,-4
295,-20,40,6,82.75,4.81,0.280,-1.7,-3
239,-20,41,6,86.68,6.55,0.424,-5.7,-11
206,-20,42,6,84.07,6.77,0.472,-3.1,-6
37924,-19,39,1,87.41,5.20,0.027,-6.4,-13
43045,-19,40,1,88.14,5.23,0.025,-7.1,-14
35130,-19,41,1,89.22,5.26,0.028,-8.2,-16
36189,-19,42,1,89.05,5.36,0.028,-8.0,-16
8201,-19,39,2,84.86,3.58,0.040,-3.9,-8
10606,-19,40,2,84.19,3.42,0.033,-3.2,-6
7296,-19,41,2,84.78,3.34,0.039,-3.8,-8
10344,-19,42,2,85.31,3.49,0.034,-4.3,-9
6152,-19,39,3,83.38,3.17,0.040,-2.4,-5
5830,-19,40,3,83.22,3.12,0.041,-2.2,-4
5614,-19,41,3,84.48,3.14,0.042,-3.5,-7
5523,-19,42,3,85.04,2.99,0.040,-4.0,-8
2055,-19,39,4,83.53,3.48,0.077,-2.5,-5
2953,-19,40,4,84.54,3.49,0.064,-3.5,-7
1782,-19,41,4,84.61,3.09,0.073,-3.6,-7
1777,-19,42,4,85.14,3.20,0.076,-4.1,-8
740,-19,39,5,81.69,3.85,0.142,-0.7,-1
1056,-19,40,5,81.32,3.55,0.109,-0.3,-1
674,-19,41,5,82.38,3.55,0.137,-1.4,-3
655,-19,42,5,82.43,3.88,0.151,-1.4,-3
183,-19,39,6,82.40,5.52,0.408,-1.4,-3
189,-19,40,6,82.58,5.70,0.415,-1.6,-3
163,-19,41,6,86.56,6.64,0.520,-5.6,-11
133,-19,42,6,86.95,8.75,0.759,-6.0,-12
12723,-18,39,2,84.88,4.29,0.038,-3.9,-8
13963,-18,40,2,85.55,4.06,0.034,-4.6,-9
12752,-18,41,2,85.59,4.16,0.037,-4.6,-9
10895,-18,42,2,86.16,4.25,0.041,-5.2,-10
8489,-18,39,3,83.29,3.36,0.036,-2.3,-5
9354,-18,40,3,83.48,3.47,0.036,-2.5,-5
6762,-18,41,3,84.17,3.40,0.041,-3.2,-6
7041,-18,42,3,83.53,3.30,0.039,-2.5,-5
1229,-18,39,4,82.79,3.29,0.094,-1.8,-4
1727,-18,40,4,82.88,3.48,0.084,-1.9,-4
1139,-18,41,4,83.60,3.37,0.100,-2.6,-5
1150,-18,42,4,83.73,3.29,0.097,-2.7,-5
578,-18,39,5,82.38,3.93,0.164,-1.4,-3
688,-18,40,5,82.67,3.88,0.148,-1.7,-3
637,-18,41,5,83.79,3.96,0.157,-2.8,-6
521,-18,42,5,83.70,3.82,0.167,-2.7,-5
7774,-17,39,2,86.70,4.16,0.047,-5.7,-11
9664,-17,40,2,85.28,4.08,0.042,-4.3,-9
11636,-17,41,2,86.67,4.34,0.040,-5.7,-11
10273,-17,42,2,86.70,4.45,0.044,-5.7,-11
1550,-17,39,3,84.15,4.48,0.114,-3.2,-6
2027,-17,40,3,83.44,4.32,0.096,-2.4,-5
1236,-17,41,3,85.38,3.81,0.108,-4.4,-9
956,-17,42,3,84.30,4.40,0.142,-3.3,-7
2416,-16,39,4,87.38,5.20,0.106,-6.4,-13
2736,-16,40,4,86.10,4.94,0.094,-5.1,-10
3284,-16,41,4,87.18,5.47,0.095,-6.2,-12
3117,-16,42,4,87.45,5.47,0.098,-6.4,-13
3856,16,39,4,88.65,5.22,0.084,-7.7,-15
3670,16,40,4,88.28,5.24,0.086,-7.3,-15
2218,16,41,4,87.06,5.46,0.116,-6.1,-12
2085,16,42,4,87.97,5.14,0.113,-7.0,-14
13964,17,39,2,88.85,4.49,0.038,-7.9,-16
13509,17,40,2,87.72,4.41,0.038,-6.7,-13
8518,17,41,2,86.37,4.17,0.045,-5.4,-11
7958,17,42,2,87.59,4.34,0.049,-6.6,-13
1017,17,39,3,86.08,4.18,0.131,-5.1,-10
1340,17,40,3,85.74,4.12,0.113,-4.7,-9
1663,17,41,3,84.64,4.00,0.098,-3.6,-7
1274,17,42,3,86.27,4.02,0.113,-5.3,-11
17147,18,39,2,87.85,4.22,0.032,-6.8,-14
17109,18,40,2,86.61,4.04,0.031,-5.6,-11
16250,18,41,2,86.39,4.10,0.032,-5.4,-11
16236,18,42,2,87.02,4.43,0.035,-6.0,-12
7614,18,39,3,85.67,3.37,0.039,-4.7,-9
8184,18,40,3,85.89,3.11,0.034,-4.9,-10
9001,18,41,3,84.39,3.38,0.036,-3.4,-7
8495,18,42,3,84.95,3.46,0.038,-4.0,-8
876,18,39,4,85.39,3.72,0.126,-4.4,-9
1022,18,40,4,84.81,3.58,0.112,-3.8,-8
1587,18,41,4,84.54,3.38,0.085,-3.5,-7
1238,18,42,4,84.20,3.73,0.106,-3.2,-6
530,18,39,5,85.50,3.78,0.164,-4.5,-9
612,18,40,5,84.87,3.46,0.140,-3.9,-8
726,18,41,5,84.46,3.34,0.124,-3.5,-7
640,18,42,5,84.57,3.98,0.157,-3.6,-7
48347,19,39,1,89.96,5.26,0.024,-9.0,-18
40568,19,40,1,89.68,5.26,0.026,-8.7,-17
43901,19,41,1,89.11,5.17,0.025,-8.1,-16
43879,19,42,1,89.02,5.20,0.025,-8.0,-16
9885,19,39,2,87.45,3.46,0.035,-6.4,-13
10249,19,40,2,85.52,3.30,0.033,-4.5,-9
9254,19,41,2,85.34,3.37,0.035,-4.3,-9
8803,19,42,2,85.50,3.44,0.037,-4.5,-9
7732,19,39,3,86.67,3.14,0.036,-5.7,-11
5201,19,40,3,85.52,3.07,0.043,-4.5,-9
5614,19,41,3,85.54,3.06,0.041,-4.5,-9
5841,19,42,3,84.87,3.18,0.042,-3.9,-8
1743,19,39,4,85.92,3.07,0.074,-4.9,-10
1904,19,40,4,85.95,3.05,0.070,-4.9,-10
2219,19,41,4,85.79,3.17,0.067,-4.8,-10
1820,19,42,4,84.38,3.36,0.079,-3.4,-7
675,19,39,5,84.41,3.25,0.125,-3.4,-7
828,19,40,5,84.15,3.69,0.128,-3.1,-6
816,19,41,5,83.07,3.56,0.125,-2.1,-4
751,19,42,5,82.78,3.60,0.131,-1.8,-4
196,19,39,6,86.06,6.46,0.461,-5.1,-10
168,19,40,6,87.76,6.79,0.524,-6.8,-14
146,19,41,6,84.13,6.62,0.548,-3.1,-6
111,19,42,6,83.79,6.65,0.631,-2.8,-6
54988,20,39,1,89.64,4.85,0.021,-8.6,-17
49395,20,40,1,89.33,4.88,0.022,-8.3,-17
58012,20,41,1,88.81,4.67,0.019,-7.8,-16
49902,20,42,1,88.38,4.76,0.021,-7.4,-15
10331,20,39,2,86.71,3.11,0.031,-5.7,-11
13093,20,40,2,87.34,3.19,0.028,-6.3,-13
9036,20,41,2,86.71,3.23,0.034,-5.7,-11
9955,20,42,2,86.14,3.36,0.034,-5.1,-10
10224,20,39,3,87.07,3.12,0.031,-6.1,-12
7722,20,40,3,85.78,3.06,0.035,-4.8,-10
7554,20,41,3,85.09,2.90,0.033,-4.1,-8
6222,20,42,3,85.29,2.77,0.035,-4.3,-9
2613,20,39,4,85.34,3.11,0.061,-4.3,-9
2863,20,40,4,86.28,3.06,0.057,-5.3,-11
2203,20,41,4,86.10,3.12,0.067,-5.1,-10
2368,20,42,4,84.92,2.82,0.058,-3.9,-8
1039,20,39,5,85.11,3.57,0.111,-4.1,-8
976,20,40,5,84.55,3.37,0.108,-3.5,-7
1232,20,41,5,83.81,3.12,0.089,-2.8,-6
1131,20,42,5,83.45,3.13,0.093,-2.4,-5
238,20,39,6,86.77,6.01,0.389,-5.8,-12
177,20,40,6,87.86,5.98,0.449,-6.9,-14
228,20,41,6,84.32,5.30,0.351,-3.3,-7
161,20,42,6,84.49,5.52,0.435,-3.5,-7
104519,21,39,1,90.83,4.40,0.014,-9.8,-20
98960,21,41,1,90.29,4.31,0.014,-9.3,-19
32953,21,39,2,87.88,2.80,0.015,-6.9,-14
19050,21,41,2,87.15,2.65,0.019,-6.2,-12
16208,21,39,3,87.18,2.63,0.021,-6.2,-12
13349,21,41,3,86.84,2.68,0.023,-5.8,-12
4580,21,39,4,87.70,2.79,0.041,-6.7,-13
5579,21,41,4,87.03,2.78,0.037,-6.0,-12
1829,21,39,5,85.55,3.02,0.071,-4.6,-9
2171,21,41,5,85.94,3.19,0.068,-4.9,-10
323,21,39,6,88.86,5.47,0.304,-7.9,-16
366,21,41,6,85.50,4.29,0.224,-4.5,-9
150584,22,39,1,91.00,4.02,0.010,-10.0,-20
148125,22,41,1,89.99,3.99,0.010,-9.0,-18
34610,22,39,2,87.67,2.45,0.013,-6.7,-13
36167,22,41,2,87.19,2.48,0.013,-6.2,-12
28554,22,39,3,89.05,2.57,0.015,-8.0,-16
18446,22,41,3,88.17,2.54,0.019,-7.2,-14
6229,22,39,4,88.36,2.80,0.036,-7.4,-15
7130,22,41,4,86.97,2.77,0.033,-6.0,-12
3363,22,39,5,88.34,3.51,0.060,-7.3,-15
3035,22,41,5,85.46,3.01,0.055,-4.5,-9
807,22,39,6,88.24,5.02,0.177,-7.2,-14
478,22,41,6,85.96,3.78,0.173,-5.0,-10
194975,23,39,1,91.55,3.68,0.008,-10.5,-21
178851,23,41,1,91.59,3.72,0.009,-10.6,-21
48599,23,39,2,87.85,2.18,0.010,-6.9,-14
51537,23,41,2,87.71,2.28,0.010,-6.7,-13
30076,23,39,3,88.48,2.38,0.014,-7.5,-15
28587,23,41,3,88.16,2.32,0.014,-7.2,-14
12330,23,39,4,88.99,2.66,0.024,-8.0,-16
11962,23,41,4,87.56,2.61,0.024,-6.6,-13
4748,23,39,5,86.60,3.04,0.044,-5.6,-11
5293,23,41,5,85.67,3.03,0.042,-4.7,-9
959,23,39,6,89.42,4.47,0.144,-8.4,-17
1107,23,41,6,87.01,4.13,0.124,-6.0,-12
279876,24,39,1,90.96,3.02,0.006,-10.0,-20
229735,24,41,1,89.87,3.12,0.007,-8.9,-18
87584,24,39,2,89.34,2.02,0.007,-8.3,-17
65829,24,41,2,88.77,2.13,0.008,-7.8,-16
